Title,URL/DOI,Abstract,screening_result,screening_result_reason
Scalable Machine Learning Architectures for IPA-Driven Maintenance Task Allocation in Large-Scale Building Portfolios,https://doi.org/10.1145/3700706.3700734,"This research presents a groundbreaking approach to Building Maintenance Management (BMM) by introducing an Intelligent Process Automation (IPA)-Driven Building Maintenance Management (IBMM) model. This innovative model harnesses the synergies between Artificial Intelligence (AI), Machine Learning (ML), and Internet of Things (IoT) technologies to transition from reactive to proactive and predictive building maintenance strategies. The study highlights the critical gap in current BMM practices—the absence of intelligent systems for anticipating and addressing maintenance issues before they escalate. Through an extensive literature review, the transformative potential of AI and IoT for enhancing building maintenance management within smart cities is explored, establishing a foundation for the IBMM model's application. The core of this research lies in its novel application of scalable machine learning architectures to automate and optimize maintenance task allocation in large-scale building portfolios. The practicality of the IBMM model is demonstrated via a proof of concept (POC) in an industrial setting, evidencing its capacity to improve efficiency, reduce costs, and bolster sustainability in building maintenance operations. The model epitomizes a paradigm shift in BMM by integrating IPA, which combines AI and ML, facilitating automated, intelligent decision-making and task allocation. Among its advancements, the IBMM model introduces enhanced predictive maintenance through real-time data analysis, adaptive learning and optimization, automated decision-making, and human-machine collaboration, contributing to energy efficiency and alignment with smart city objectives. The paper delineates the methodology, design, and implementation of a machine learning model for engineer task assignments, culminating in a case study that validates the model's efficacy. This research not only signifies a significant advancement in BMM by leveraging IPA technologies for autonomous process refinement but also proposes a unique IPA-driven procedure that incorporates IoT technology and a novel smart device fixer to guide BMM processes. Anticipated outcomes include more accurate maintenance scheduling, cost efficiency, enhanced performance, and the fostering of a collaborative community through an open online documentation platform for BMM. Looking forward, the research aims to refine the IBMM model further by exploring advanced AI algorithms for more precise predictive maintenance and integrating real-time data analytics and IoT networks for improved maintenance strategy responsiveness. This work pioneers a smarter, more efficient, and sustainable approach to building maintenance, marking a new era in the management of urban infrastructure.",Yes,"논문 초록에서 머신러닝 아키텍처를 활용한 정량적 평가와 실험적 검증이 언급되어 있으며, 특히 사례 연구를 통해 모델의 효능을 검증하는 내용이 포함되어 있습니다. 이는 정량적 평가가 수행되고 있음을 시사합니다."
Image-based detection and classification of Android malware through CNN models,https://doi.org/10.1145/3664476.3670441,"Convolutional Neural Networks (CNNs) are artificial deep learning networks widely used in computer vision and image recognition for their highly efficient capability of extracting input image features. In the literature, such a successful tool has been leveraged for detection/classification purposes in several application domains where input data are converted into images. In this work, we consider the application of CNN models, developed by employing standard Python libraries, to detect and then classify Android-based malware applications. Different models are tested, even in combination with machine learning-based classifiers, with respect to two datasets of 5000 applications each. To emphasize the adequacy of the various CNN implementations, several performance metrics are considered, as also stressed by a comprehensive comparison with related work.",Yes,"논문 초록에서 다양한 CNN 모델의 성능 평가를 위해 여러 성능 지표를 고려했다고 명시되어 있어, 정량적 평가가 실시되고 있음을 알 수 있습니다. 따라서, 이 연구는 정량적 평가를 수행하는 것으로 판단됩니다."
"Societal, Economic, Political and Environmental: A Review of Benchmarks and AI-assisted Systematic Literature Review of Impact of Open Government Data",https://doi.org/10.1145/3657054.3657121,"The purpose of this research is to review the impact on open government data in evaluation at world level and research in academia. First, six most renowned open government data evaluations are reviewed with their impact section. Then, a systematic literature review on the impact of open government data is conducted with test of AI-assisted software using Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) Protocol, to find the current status of realized open government data impact research. Only four out of six evaluations of open government data have covered impact explicitly, and their criteria counting toward true impact is blur at best. AI-assisted software saves around 30∼40% of reviewing time in this research. Political, social, and economic impacts are all included research topics, however, no environmental impact research. Political impact outperformed other impact, both in quality and quantity. Political capital, not social capital shows more social impact on open government data. Economic impact research of open government data is scarce, and more about the open government data helps urban innovation in China. This research contributes to the open government data research in three ways. First, it reviews impact section major open government data evaluations. Second, it tests the AI-assisted software on the impact of open government data. Third, it sheds light on new research direction for impact of open government data on case study, qualitative research and mixed method.",Yes,"논문은 AI-assisted 소프트웨어를 활용하여 오픈 정부 데이터의 영향을 정량적으로 평가하는 연구를 수행하고 있으며, 평가 기준과 연구 현황을 체계적으로 검토하는 내용을 포함하고 있습니다. 이를 통해 정량적 평가가 실시되고 있음을 알 수 있습니다."
Supporting systematic literature reviews using deep-learning-based language models,https://doi.org/10.1145/3528588.3528658,"Background: Systematic Literature Reviews are an important research method for gathering and evaluating the available evidence regarding a specific research topic. However, the process of conducting a Systematic Literature Review manually can be difficult and time-consuming. For this reason, researchers aim to semi-automate this process or some of its phases. Aim: We aimed at using a deep-learning based contextualized embeddings clustering technique involving transformer-based language models and a weighted scheme to accelerate the conduction phase of Systematic Literature Reviews for efficiently scanning the initial set of retrieved publications. Method: We performed an experiment using two manually conducted SLRs to evaluate the performance of two deep-learning-based clustering models. These models build on transformer-based deep language models (i.e., BERT and S-BERT) to extract contextualized embeddings on different text levels along with a weighted scheme to cluster similar publications. Results: Our primary results show that clustering based on embedding at paragraph-level using S-BERT-paragraph represents the best performing model setting in terms of optimizing the required parameters such as correctly identifying primary studies, number of additional documents identified as part of the relevant cluster and the execution time of the experiments. Conclusions: The findings indicate that using natural-language-based deep-learning architectures for semi-automating the selection of primary studies can accelerate the scanning and identification process. While our results represent first insights only, such a technique seems to enhance SLR process, promising to help researchers identify the most relevant publications more quickly and efficiently.",Yes,"논문 초록에서 두 가지 딥러닝 기반 클러스터링 모델을 평가하는 실험을 수행했다고 명시되어 있으며, 이를 통해 정량적 평가가 이루어졌음을 알 수 있습니다. 따라서, 논문은 정량적 평가를 실시하고 있다고 판단됩니다."
Responsible AI Pattern Catalogue: A Collection of Best Practices for AI Governance and Engineering,https://doi.org/10.1145/3626234,"Responsible Artificial Intelligence (RAI) is widely considered as one of the greatest scientific challenges of our time and is key to increase the adoption of Artificial Intelligence (AI). Recently, a number of AI ethics principles frameworks have been published. However, without further guidance on best practices, practitioners are left with nothing much beyond truisms. In addition, significant efforts have been placed at algorithm level rather than system level, mainly focusing on a subset of mathematics-amenable ethical principles, such as fairness. Nevertheless, ethical issues can arise at any step of the development lifecycle, cutting across many AI and non-AI components of systems beyond AI algorithms and models. To operationalize RAI from a system perspective, in this article, we present an RAI Pattern Catalogue based on the results of a multivocal literature review. Rather than staying at the principle or algorithm level, we focus on patterns that AI system stakeholders can undertake in practice to ensure that the developed AI systems are responsible throughout the entire governance and engineering lifecycle. The RAI Pattern Catalogue classifies the patterns into three groups: multi-level governance patterns, trustworthy process patterns, and RAI-by-design product patterns. These patterns provide systematic and actionable guidance for stakeholders to implement RAI.",No,"논문 초록에서는 책임 있는 AI를 위한 패턴 카탈로그를 제시하며, 이를 기반으로 실천 가능한 가이드라인을 제공한다고 언급하고 있지만, 정량적 평가 방법이나 구체적인 평가 지표에 대한 언급은 없습니다. 따라서, 정량적 평가를 실시하고 있다고 보기 어렵습니다."
Human Factors in the Design of Chatbot Interactions: Conversational Design Practices,https://doi.org/10.1145/3702038.3702083,"Context: Chatbots are intelligent agents that mimic human behavior to carry on meaningful conversations. The conversational nature of chatbots poses challenges to designers since their development is different from other software and requires investigating new practices in the context of human-AI interaction and their impact on user experience. Since human dialogue involves several variables beyond verbalizing words, it is vital to design well-thought dialogues for chatbots to provide a humanized and optimal interaction. Objective: The main objective of this work is to unveil textual, visual, or interactive design practices from text-based chatbot interactions and how they can potentiate or weaken some perceptions and feelings of users, such as satisfaction, engagement, and trust, for the creation of the Guidelines for Chatbot Conversational Design (GCCD) guide. Method: We used multiple research methods to generate and validate the guide. First, we conducted a Systematic Literature Review (SRL) to identify conversational design practices and their impacts. These practices were inserted into the GCCD guide through qualitative analysis and coding of SLR results. Then, the guide was validated quantitatively through a survey and qualitatively through a case study. The survey aimed to assess the guide’s clarity and usefulness based on the reading of the guide by the participants and their responses to a questionnaire adapted from the Technology Acceptance Model. The case study aimed to assess the guide’s usefulness based on its practical application by participants in a situation that simulates a real scenario and follow-up interviews. Results: The survey showed that software developers with different levels of experience strongly agreed that the guide could induce greater user satisfaction and engagement. Furthermore, they also strongly agreed that the guide is clear, understandable, flexible, and easy to use. Although participants suggested some improvements, they reported that the guide’s main strengths are objectivity and clarity. The case study confirmed the survey findings, as participants reported positive feelings toward the guide and an intention to use it. Their extensive perceptions given through the conducted interviews unveiled that their previous experiences with chatbots and in specific software development positions influenced their design and adoption of practices. Conclusion: The guide proved to be useful for developers with different levels of knowledge, with the potential to become a strong ally for developers in the conversational design process.",Yes,"논문은 설문조사와 사례 연구를 통해 정량적 평가를 실시하였음을 명확히 언급하고 있으며, 설문조사를 통해 가이드의 명확성과 유용성을 수치로 평가하는 과정을 포함하고 있습니다. 따라서 정량적 평가가 수행된 것으로 판단됩니다."
Six usable privacy heuristics,https://doi.org/10.1145/3638067.3638111,"Enhancing privacy policy interfaces is crucial for improving users’ trust in technology and ensuring compliance with legislation. This thesis focused on developing usable interfaces that enable laypeople to protect their online privacy. Through a comprehensive analysis, including literature review, thematic and cluster analysis, and empirical evaluation, six usable privacy heuristics (push#) are established. These heuristics effectively identify catastrophic problems in privacy policy interfaces for laypeople. Additionally, preliminary usable privacy guidelines (pug#) are created, and a new process for developing usability criteria is proposed. Future research directions are suggested, including the application of these heuristics and guidelines to domains like human-robot interaction and human-artificial intelligence interaction.",Yes,"논문 초록에서 ""empirical evaluation""이라는 표현이 포함되어 있어, 정량적 평가를 실시했음을 시사합니다. 또한, 개발된 휴리스틱과 가이드라인의 유효성을 검증하기 위해 실험적 평가가 수행되었을 가능성이 높습니다."
A Survey of Trustworthy Representation Learning Across Domains,https://doi.org/10.1145/3657301,"As AI systems have obtained significant performance to be deployed widely in our daily lives and human society, people both enjoy the benefits brought by these technologies and suffer many social issues induced by these systems. To make AI systems good enough and trustworthy, plenty of researches have been done to build guidelines for trustworthy AI systems. Machine learning is one of the most important parts of AI systems, and representation learning is the fundamental technology in machine learning. How to make representation learning trustworthy in real-world application, e.g., cross domain scenarios, is very valuable and necessary for both machine learning and AI system fields. Inspired by the concepts in trustworthy AI, we proposed the first trustworthy representation learning across domains framework, which includes four concepts, i.e., robustness, privacy, fairness, and explainability, to give a comprehensive literature review on this research direction. Specifically, we first introduce the details of the proposed trustworthy framework for representation learning across domains. Second, we provide basic notions and comprehensively summarize existing methods for the trustworthy framework from four concepts. Finally, we conclude this survey with insights and discussions on future research directions.",No,"논문 초록에서는 신뢰성 있는 표현 학습에 대한 개념적 프레임워크와 기존 연구들을 종합적으로 검토하는 내용을 다루고 있으며, 구체적인 정량적 평가 방법이나 실험 결과에 대한 언급이 없습니다. 따라서 정량적 평가를 실시하고 있다고 보기 어렵습니다."
A Reproducibility and Generalizability Study of Large Language Models for Query Generation,https://doi.org/10.1145/3673791.3698432,"Systematic literature reviews (SLRs) are a cornerstone of academic research, yet they are often labour-intensive and time-consuming due to the detailed literature curation process. The advent of generative AI and large language models (LLMs) promises to revolutionize this process by assisting researchers in several tedious tasks, one of them being the generation of effective Boolean queries that will select the publications to consider including in a review. This paper presents an extensive study of Boolean query generation using LLMs for systematic reviews, reproducing and extending the work of Wang et al. and Alaniz et al. Our study investigates the replicability and reliability of results achieved using ChatGPT and compares its performance with open-source alternatives like Mistral and Zephyr to provide a more comprehensive analysis of LLMs for query generation. Therefore, we implemented a pipeline, which automatically creates a Boolean query for a given review topic by using a previously defined LLM, retrieves all documents for this query from the PubMed database and then evaluates the results. With this pipeline we first assess whether the results obtained using ChatGPT for query generation are reproducible and consistent. We then generalize our results by analyzing and evaluating open-source models and evaluating their efficacy in generating Boolean queries. Finally, we conduct a failure analysis to identify and discuss the limitations and shortcomings of using LLMs for Boolean query generation. This examination helps to understand the gaps and potential areas for improvement in the application of LLMs to information retrieval tasks. Our findings highlight the strengths, limitations, and potential of LLMs in the domain of information retrieval and literature review automation. Our code is available online.",Yes,"논문 초록에서 LLMs의 성능을 평가하기 위해 재현성, 신뢰성, 효율성 등을 분석하는 과정을 언급하며, 이를 위해 실험적 평가와 비교 분석이 수행되었음을 알 수 있습니다. 이러한 평가 과정은 정량적 평가를 포함하는 것으로 보입니다."
AI-Powered Digital Media Platform and Its Applications,https://doi.org/10.1145/3433996.3434018,"Previously, the main method to create digital media such as animation was by humans. With the development of artificial intelligence technology, the work of making media content from raw materials is gradually replaced by computers. In this paper, we conceive a digital media production and interaction platform supported by artificial intelligence, based on some existing artificial intelligence and virtual reality display technologies. We also discuss the feasibility of some possible application scenarios for this platform.Based on our literature review and feasibility analysis, we conclude that current technology development is capable of supporting the AI-powered digital media platform that we propose in this paper.",No,"논문 초록에서는 정량적 평가에 대한 구체적인 언급이 없으며, 기술 개발과 가능성에 대한 논의에 초점이 맞춰져 있습니다. 따라서, 이 논문이 정량적 평가를 실시했다고 보기 어렵습니다."
Intelligent Food Recommendation Framework Based on Social Media Behavioral Data,https://doi.org/10.1145/3660853.3660883,"This research introduces an Intelligent Food Recommendation Framework leveraging social media Behavioral Data, explicitly focusing on Instagram. It posits that users' engagements with food-related content on Instagram offer insights into their food preferences, thereby enhancing the precision of food type recommendations. The investigation aims to substantiate this assertion through a thorough literature review, data source selection, comparison of food assessment surveys, exploration of image recognition methodologies, and deployment and validation of the proposed solution framework utilizing deep learning models. Through interdisciplinary efforts, the study seeks to advance personalized recommendation systems in the context of food consumption.",Yes,"논문 초록에서 딥러닝 모델을 활용한 검증과 평가를 언급하며, 제안된 프레임워크의 배포와 검증 과정을 포함하고 있음을 시사합니다. 이는 정량적 평가가 수행되고 있음을 의미합니다."
Research on Artistic Design Methods for Chinese Traditional Font Elements Based on AIGC Technology,https://doi.org/10.1145/3677892.3677966,"This study explores the integration of traditional Chinese font elements with Artificial Intelligence Generated Content technology, aiming to develop innovative design workflow. The research investigates three key aspects: analyzing the visual features and cultural significance of traditional Chinese fonts, exploring the application of AIGC technology in font art design, and proposing an artistic design workflow based on the Stable Diffusion algorithm. The methodology involves: (1) conduct a literature review to study the background of AIGC technology, (2) establishing a project direction, (3) exploring traditional font elements through interdisciplinary collaboration, (4) creating font prototypes, (5) utilizing a locally deployed Stable Diffusion model to generate stylized font designs. (6) Evaluates the practical effects of these designs, highlighting both the advantages and limitations of the design workflow. The results showed that the design methodology workflow largely met the expected outcomes in cultural relevance, diversity, practicality, and creativity. However, the stability rating was lower, primarily due to Stable Diffusion's current limitations in recognizing traditional Chinese elements, leading to instability in generating details of Chinese traditional font elements. This issue was particularly evident in Chinese ink painting styles, brushstroke fonts, and color rendering, highlighting the necessity for further training in these areas.",Yes,"논문 초록에서 ""evaluates the practical effects of these designs""와 같은 표현을 통해 정량적 평가가 수행되었음을 시사하며, 또한 디자인의 안정성 평가와 한계 분석이 포함되어 있어 정량적 평가가 실시된 것으로 판단됩니다."
