Title,URL/DOI,Abstract,screening_result,screening_result_reason
Taxonomy of Quality Assessment for Intelligent Software Systems: A Systematic Literature Review,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10320363,"The increasing integration of AI software into various aspects of our daily lives has amplified the importance of evaluating the quality of these intelligent systems. The rapid proliferation of AI-based software projects and the growing reliance on these systems underscore the urgency of examining their quality for practical applications in both industry and academia. This systematic literature review delves into the study of quality assessment metrics and methods for AI-based systems, pinpointing key attributes and properties of intelligent software projects that are crucial for determining their quality. Furthermore, a comprehensive analysis of this domain will enable researchers to devise novel methods and metrics for effectively and efficiently evaluating the quality of such systems. Despite its importance, this area of development is still relatively nascent and evolving. This paper presents a systematic review of the current state of the taxonomy of quality assessment for AI-based software. We analyzed 271 articles from six different sources that focused on the quality assessment of intelligent software systems. The primary objective of this work is to provide an overview of the field and consolidate knowledge, which will aid researchers in identifying additional areas for future research. Moreover, our findings reveal the necessity to establish remedial strategies and develop tools to automate the process of identifying appropriate actions in response to abnormal metric values.",No,"본 논문은 체계적 문헌 리뷰(Systematic Literature Review)를 수행하여 기존 연구들을 종합하고 분류하는 데 중점을 두고 있으며, 직접적인 독창적 연구 결과나 새로운 실험적 기여를 포함하지 않는다. 따라서 연구 논문이라기보다는 기존 연구를 정리하고 분석한 리뷰 논문에 해당한다."
Systematic Literature Review: An Investigation Towards Finding Constructs For Performance Prediction of Students in an Online Engineering Course,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9996249,"The use of technology in the field of engineering education has been the most common intervention, especially in the post-pandemic era. Most universities have plans to continue the blended approach to education in the future. This decision has to be an evaluated decision and the analysis of a student's performance serves as an input to take the decision. The other advantage of analysis include early prediction of student performance which can help the instructors to provide timely interventions and help the students to improve their performance. Thus identification of constructs that reflect student engagement and performance in a course delivered in online mode is very essential. This literature review attempts to bring forward the constructs used by various researchers that reflect student engagement and performance. The review is situated in the context of engineering education delivered in online mode. The identification of constructs is significant and helps to build machine learning models for predicting the performance of the students. Standard Systematic Literature Review(SLR) methods defined in literature including citation searching and hand searching were carried out to identify the constructs that have been in use. A list of constructs used by researchers in the literature, that capture students' attention and performance are identified and presented in this review. The identified constructs include students' interaction with content, students' interaction with peers, demographic factors, and the academic records of the student. These validated constructs are proposed to integrate with the Learning Management System(LMS) and use the feature for early prediction of student failures.",No,"본 논문은 기존 연구들을 체계적으로 검토하여 학생 성과 예측에 사용되는 구성요소들을 정리한 문헌 리뷰 논문입니다. 직접적인 실험이나 새로운 연구 결과를 제시하는 것이 아니라, 기존 연구들을 종합하여 분석하는 데 초점이 맞춰져 있어 독창적인 연구 내용이 포함된 연구 논문으로 보기 어렵습니다."
Artificial Intelligence in Computerized Adaptive Testing,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458219,"Artificial intelligence (AI) is increasingly used to provide customized and efficient e-learning, job search, and career development assistance to students and workers. Both students and jobseekers encounter assessments several times throughout their career and during job searches. Organizations now employ computerized adaptive testing (CAT), a computer-administered assessment that serves questions based upon the ability of a test taker. CAT aims to provide personalized assessments to test takers to accurately estimate their proficiency with respect to a latent trait (e.g., general intelligence and personality characteristic) that is not directly observable. There are several challenges in CAT, such as estimating the latent traits of an individual, generating questions, and question selection. Furthermore, these challenges become more complex as the number of latent trait dimensions being measured increases or if item responses are categorical rather than binary (e.g., using a 1 to 5 scale versus true or false). Traditional approaches employ psychometric and statistical models to make estimations. However, many approaches using machine learning, deep learning, and other AI techniques have emerged to provide better performance. In this paper, we provide a technique-oriented review of AI applications in CAT, and highlight the advantages, limitations, and future challenges in this problem area. We also reconcile different terms and notations used across psychometrics and AI to assist future research and development.",No,"본 논문은 AI를 활용한 컴퓨터 적응형 평가(CAT)에 대한 기술 중심의 리뷰 논문으로, 기존 연구들을 정리하고 장단점 및 향후 과제를 제시하는 내용입니다. 따라서 직접적인 독창적 연구 결과나 실험적 기여를 포함하지 않아 연구 논문으로 보기 어렵습니다."
Optimizing Article Screening and Information Extraction: A Hybrid Approach with GeminiAI and Vector Database,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10740208,"The exponential growth of scientific literature poses a significant challenge to researchers, resulting in redundancy in R&D due to inefficient review mechanisms. Manual literature reviews are time-consuming and resource-intensive, particularly when screening abstracts and titles, highlighting the need for innovative solutions to optimize the review process. This study introduces a three-step methodology using the GeminiAI model to streamline literature reviews: (1) Initial Screening, (2) Abstract Detail Extraction, and (3) Final Integration, with a Vector Database enabling efficient semantic searches in PDF files. In the first phase, GeminiAI achieved an accuracy of 88.66% in evaluating titles and abstracts based on specific inclusion and exclusion criteria, demonstrating its capability to filter relevant literature efficiently. The second phase enhanced this process by extracting key details, such as research-related modalities, thereby significantly reducing the pool of relevant papers. In the final step, the integration of the Vector Database with GeminiAI excelled, achieving an 80% similarity score in extracting detailed information, which greatly facilitated review writing and minimized manual effort. The user-friendly website designed for this purpose enables seamless paper uploads, with the Vector Database automatically extracting relevant details to streamline the workflow and accelerate innovation. This approach underscores the power of AI in optimizing literature reviews, reducing manual screening time and resources, and mitigating the risk of overlooking critical information. The entire system, including source code and supplementary materials, is available on our publicly accessible GitHub repository. https://github.com/mammona/ai-powered-litreview.git",Yes,"본 논문은 GeminiAI 모델과 벡터 데이터베이스를 활용한 문헌 스크리닝 및 정보 추출 방법론을 제안하고, 그 성능을 수치로 평가하는 등 직접적인 연구 기여와 실험 결과를 포함하고 있다. 따라서 독창적인 연구 내용을 담은 연구 논문에 해당한다."
Advancing Systems Integration and Administration: Harnessing Artificial Intelligence for Enhanced Security,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10840382,"This paper explores the pivotal role of Systems Integration and Administration in AI/Security, emphasizing their importance amidst rapid technological advancements. Traditional cybersecurity measures are increasingly inadequate against evolving threats, necessitating the integration of AI-driven solutions. While maneuvering through the complexity of today's systems, a clear trend of more effective integration and good administration becomes even more prominent as the years go by. Through the careful exploitation of the processes and the analysis, the specialists draw attention to the great complementarity of Systems Integration and Administration to technological breakthroughs. Systems integration helps organizations to turn fragmented processes into a systematic approach for more effective use of resources and to foster innovation. Through a comprehensive literature review, this study elucidates the critical role of Systems Integration and Administration in facilitating the seamless operation of complex systems, particularly when augmented by AI technologies such as machine learning and deep learning. The integration of AI enhances security measures, enabling organizations to detect and mitigate threats in real time. The convergence of Systems Integration, Administration, Artificial Intelligence, and Security offers transformative potential, bolstering defenses against cyber threats while fostering innovation and efficiency. Through interdisciplinary collaboration, organizations can harness the power of AI to navigate the evolving threat landscape with confidence, contributing to a more secure and resilient future.",No,"본 논문은 기존 문헌을 종합적으로 검토하는 문헌 리뷰 연구로 보이며, 직접적인 실험, 데이터 분석, 또는 새로운 방법론 제시와 같은 독창적인 연구 기여가 명확히 드러나지 않습니다. 따라서 연구 논문보다는 개념적 고찰에 가까운 것으로 판단됩니다."
"Approaches, Applications, and Challenges of Using Sentiment Analysis for False Information Detection: A Systematic Literature Review",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10857547,"In today's digital age, the prevalence of false information on the internet, spanning from fake news to fake user accounts, poses a pressing concern that undermines the reliability of online information. Such misinformation can have harmful consequences, such as promoting biased ideologies, swaying public opinion, and inciting unrest. Implementing sentiment analysis technology in false information detection significantly impacts combating misinformation on digital platforms. It analyzes textual content in real time, which is crucial for effectively identifying and mitigating false information such as fake news, fake reviews, fake accounts, and fake websites on digital platforms. This paper explores sentiment analysis's approaches, applications, and challenges for false information detection, providing insights for future research and application. A systematic literature review was conducted using the PRISMA methodologies to identify and evaluate relevant studies. The results of this paper contribute to understanding the current state of sentiment analysis in combating misinformation. This paper provided the common and available applications of sentiment analysis, such as fake news detection, fake review detection, fake social media account detection, and more. Approaches that can be taken to achieve these applications include the machine learning approach, neural network approach, hybrid approach, and more. Moreover, this work highlights the need for more advanced algorithms and ongoing research to address challenges such as sarcasm detection, bot account identification, and effectively interpreting informal language and slang in texts.",No,"본 논문은 체계적 문헌 고찰(Systematic Literature Review)을 수행하여 기존 연구들을 종합하고 분석한 리뷰 논문으로, 직접적인 독창적 연구 결과나 실험을 제시하지 않는다. 따라서 새로운 연구 기여보다는 기존 연구 동향과 과제를 정리하는 데 중점을 둔 논문이다."
Machine Learning and Mathematical Models for Prediction of Structural Aging Process,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10158652,"This paper is a thorough and organized overview of the literature on the development of mathematical models to evaluate aging and the necessity of machine learning techniques in many failure prediction applications. It discusses the important elements of the aging phenomena, such as the mechanical, electrical, and thermal aging processes and how they affect the system’s efficiency. Throughout the research approach, the classification of the aging process and a description of its mathematical modeling are included as state-of-the-art of aging models, performance, and its evaluations. Whereas, in today’s world, the adaptation and importance of different machine learning (ML) methods like deep learning (DL), decision trees (DT), conventional neural networks (CNN), support vector machines (SVM), regression analysis, and artificial neural networks (ANN) are described briefly which helps to increase the efficiency of modeling of aging process. In order to give a comprehensive review of the many ML models utilized in this domain, the research where ML models are compared based on a qualitative evaluation of durability, quality, efficiency, and its rapid performance is specifically explored in this work. The analysis results of ML models provide a detailed overview of the various methodologies within the context of a review. As a result, the research reveals that using ML and artificial intelligence techniques is much more efficient than using simple mathematical modeling. The development of forecasting analysis offering excellent efficiency and economical solutions was significantly assisted by the use of ML techniques to simplify the complicated mathematical equations describing physical phenomena of structural aging. Due to the enormous advantages and capabilities of ML, researchers are applying ML techniques and combining them with its other methods in an effort to find prediction models that are more precise and effective. Researchers and engineering managers can use this survey as a reference to help them select the best machine ML technique for their particular prediction problem.",No,"초록에서 본 논문은 기존 연구들을 종합적으로 정리하고 비교하는 리뷰 논문임을 명확히 밝히고 있습니다. 따라서 직접적인 독창적 연구 결과나 새로운 실험, 모델 개발을 포함하지 않고 문헌 조사를 중심으로 한 개관임을 알 수 있습니다."
"Recent Advancement in Sleep Technologies: A Literature Review on Clinical Standards, Sensors, Apps, and AI Methods",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9905578,"This is a literature review paper covering state-of-the-art sleep technologies to measure sleep and clinical sleep disorders. This paper addresses an interdisciplinary audience from a variety of subdomains in engineering and medicine. We reviewed 120 scientific papers, 15 commercial mobile apps, and 4 commercial devices. We selected the papers from scientific publishers including Institute of Electrical and Electronics Engineers (IEEE), Nature, Association for Computing Machinery (ACM), Proceedings of Machine Learning Research, Journal of Informatics in Health and Biomedicine, Plos One, PubMed, and Elsevier and Nature digital libraries. We used Google Scholar with keywords including “sleep monitoring”, “sleep monitoring technologies”, “non-contact sleep monitoring”, “mobile apps for sleep monitoring”, “AI in sleep technologies”, and “automated sleep staging.” The manuscript reviews sleep technologies, including sleep lab technologies such as polysomnography and consumer sleep technologies categorized as ambient room sensors, wearable sensors, bed sensors, mobile apps, and artificial intelligence. We primarily focused on validation and comparison studies of the reviewed technologies. The manuscript also provides an overview of several clinical datasets for sleep staging and taxonomizes the different learning methods. Finally, the manuscript offers our insights and recommendations about the application of the reviewed sleep technologies.",No,"본 논문은 기존 연구들을 종합하여 정리한 문헌 리뷰 논문으로, 직접적인 독창적 연구 결과나 실험을 포함하지 않습니다. 따라서 새로운 연구 기여보다는 기존 연구의 현황과 동향을 소개하는 데 중점을 두고 있습니다."
Towards Human-Centered Explainable AI: A Survey of User Studies for Model Explanations,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10316181,"Explainable AI (XAI) is widely viewed as a sine qua non for ever-expanding AI research. A better understanding of the needs of XAI users, as well as human-centered evaluations of explainable models are both a necessity and a challenge. In this paper, we explore how human-computer interaction (HCI) and AI researchers conduct user studies in XAI applications based on a systematic literature review. After identifying and thoroughly analyzing 97 core papers with human-based XAI evaluations over the past five years, we categorize them along the measured characteristics of explanatory methods, namely trust, understanding, usability, and human-AI collaboration performance. Our research shows that XAI is spreading more rapidly in certain application domains, such as recommender systems than in others, but that user evaluations are still rather sparse and incorporate hardly any insights from cognitive or social sciences. Based on a comprehensive discussion of best practices, i.e., common models, design choices, and measures in user studies, we propose practical guidelines on designing and conducting user studies for XAI researchers and practitioners. Lastly, this survey also highlights several open research directions, particularly linking psychological science and human-centered XAI.",No,"이 논문은 97편의 기존 연구를 체계적으로 검토하고 분류하는 서베이 논문으로, 직접적인 독창적 연구 결과나 실험을 제시하지 않습니다. 따라서 새로운 연구 기여보다는 기존 연구 동향과 사용자 연구 방법론을 종합하는 데 중점을 두고 있습니다."
Combinatorial Analysis of Deep Learning and Machine Learning Video Captioning Studies: A Systematic Literature Review,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10413461,"Recent improvements formulated in the area of video captioning have brought rapid revolutions in its methods and the performance of its models. Machine learning and deep learning techniques are both employed in this regard. However, there is a lack of tracing the latest studies and their remarkable results. Although several studies have been proposed employing the ML and DL algorithms in different other areas, there is no systematic review utilizing the video captioning task. This study aims to examine, evaluate, and synthesize the primary studies into a thorough Systematic Literature Review (SLR) that provides a general overview of the methods used for video captioning. We performed the SLR to determine the research problems under which machine learning models were preferred over the deep learning models and vice versa. We collected a total of 1,656 studies retrieved from four electronic databases; Scopus, WoS, IEEE Xplore, and ACM, based on our search string from which 162 published studies passed the selection criteria related to one primary and two secondary research questions after a systematic process. Moreover, insufficient data collection and inefficient comparison of results are common issues identified during the review process. We conclude that the 2D/3D CNN for video feature extraction and LSTM for caption generation, METEOR and BLEU performance evaluation tools, and MSVD dataset are most frequently employed for video captioning. Our study is the pioneer in comparing the implementation of ML and DL algorithms employing the video captioning area. Thus, our study will accelerate the critical assessment of the state-of-the-art in other research fields of video analysis and human-computer interaction.",No,"본 논문은 비디오 캡셔닝 분야에서 머신러닝과 딥러닝 연구들을 체계적으로 문헌 검토한 리뷰 논문으로, 직접적인 독창적 연구 결과나 실험을 제시하지 않고 기존 연구들을 종합하고 평가하는 데 초점을 맞추고 있습니다. 따라서 새로운 연구 기여를 포함한 연구 논문으로 보기 어렵습니다."
Striking Ethical Balance in AI-TAI: Promoting Academic Integrity through AI-Powered Tools,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10531521,"Artificial intelligence (AI) is rapidly changing the landscape of academic integrity. AI-powered tools can be used to detect plagiarism, prevent cheating, and promote responsible research practices. However, there are also concerns about the ethical implications of using AI for academic integrity. This paper reviews the research on AI-powered academic integrity tools. It discusses the advantages and disadvantages of these tools, as well as the concerns that have been raised about their use. The paper also provides recommendations for how AI can be used to promote academic integrity in a responsible and ethical way. The conclusion of the paper states that AI-powered tools can be a valuable tool for promoting academic integrity. However, it is important to use these tools in a responsible and ethical way. This means being aware of the limitations of these tools, and using them in conjunction with other measures to promote academic integrity.The paper also calls for further research on the use of AI for academic integrity. This research should focus on the ethical implications of using these tools, as well as their effectiveness in detecting plagiarism and preventing cheating.",No,초록 내용은 AI 기반 학문적 정직성 도구에 대한 기존 연구를 검토하고 장단점 및 윤리적 문제를 논의하는 리뷰 논문으로 보입니다. 독창적인 연구 결과나 실험적 기여가 포함되어 있지 않아 연구 논문으로 판단하기 어렵습니다.
AI in Cybersecurity Education- A Systematic Literature Review of Studies on Cybersecurity MOOCs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9156050,"Machine learning (ML) techniques are changing both the offensive and defensive aspects of cybersecurity. The implications are especially strong for privacy, as ML approaches provide unprecedented opportunities to make use of collected data. Thus, education on cybersecurity and AI is needed. To investigate how AI and cybersecurity should be taught together, we look at previous studies on cybersecurity MOOCs by conducting a systematic literature review. The initial search resulted in 72 items and after screening for only peer-reviewed publications on cybersecurity online courses, 15 studies remained. Three of the studies concerned multiple cybersecurity MOOCs whereas 12 focused on individual courses. The number of published work evaluating specific cybersecurity MOOCs was found to be small compared to all available cybersecurity MOOCs. Analysis of the studies revealed that cybersecurity education is, in almost all cases, organised based on the topic instead of used tools, making it difficult for learners to find focused information on AI applications in cybersecurity. Furthermore, there is a gab in academic literature on how AI applications in cybersecurity should be taught in online courses.",No,"본 논문은 사이버보안 MOOC에 관한 기존 연구들을 체계적으로 문헌 검토한 리뷰 논문으로, 직접적인 독창적 연구 결과나 실험 데이터를 제시하지 않습니다. 따라서 새로운 연구 기여보다는 기존 연구 동향을 분석하는 데 초점이 맞춰져 있습니다."
AI for Automated Thoracic Disease Assessment from X-Ray Imaging: a Review,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296683,"With the increasing availability of digital X-ray imaging, artificial intelligence (AI) has emerged as a promising tool for automating the assessment of thoracic diseases. The objective of this study is to systematically review the artificial intelligence (AI) and deep learning methods proposed for the automated assessment of thoracic diseases from chest X-ray images. A thorough search of the relevant literature was conducted, and studies that met the inclusion criteria were critically reviewed. Information on the datasets, model architectures, evaluation metrics, and results was extracted. Convolutional neural networks are prevalent, achieving a state-of-the-art classification performance. Recent studies have explored more complex tasks such as disease localization, segmentation, and report generation. The multitask and multimodal approaches are promising. Challenges related to the data, evaluations, and clinical adoption were identified. This study prevails that there is a significant progress in using deep learning for automated chest X-ray analysis. Further research is needed to validate these models in real-world settings and to facilitate their integration into clinical workflows.",No,이 논문은 흉부 X선 영상에서 흉부 질환 평가를 위한 AI 기법들을 체계적으로 검토하는 리뷰 논문입니다. 따라서 직접적인 독창적 연구 결과보다는 기존 연구들을 종합하고 분석하는 데 중점을 두고 있습니다.
"Analysis the relationship of physiological, environmental, and cow milk productivity using AI",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7936165,"The dairy cattle productivity is very depending on the quality of their environment and physiological aspect. Hence, the purpose of the paper is to looking for the relationship model of physiological, environmental and milk productivity by using artificial intelligence (AI). The model will be useful for the user to decide the best cow treatment in order to gain the best milk production. The research is started with literature review and early survey of cattle physiological, environment factors and milk productivity. The next step is measuring the environment data (temperature, wind speed, and relative humidity) and measuring physiological aspect (heart rate, body temperature) correlated with milk productivity in 500 pairs of data. All the data are collected and stored into the database and then trained and validated using Back Propagation Neural Network (BPNN) with Genetic Algorithm (GA) optimization. The initial BPNN architectures are selected in 2 hidden layer, delta bar delta learning rule, sigmoid transfer function and epoch 10000. As a result, the system successfully developed an intelligent tool to predict milk production in any levels of environment and physical condition. Based on sensitivity analysis, the relative humidity, heart rate, environment and cow body temperature are categorized in strong impact, beside that are in weak impact on milk production.",Yes,"본 논문은 인공지능 기법을 활용하여 생리적, 환경적 요인과 우유 생산성 간의 관계 모델을 개발하는 독창적인 연구를 수행하였다. 데이터 수집, 모델 학습 및 검증 과정을 포함한 실질적인 연구 방법론과 결과를 제시하고 있어 연구 논문에 해당한다."
A Systematic Review of Feature Selection Techniques in Software Quality Prediction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8959566,"Background: Feature selection techniques are important factors for improving machine learning models because they increase prediction accuracy and decrease the time to create a model. Recently, feature selection techniques have been employed on software quality prediction problems with different results and no clear indication of which techniques are frequently used.Objective: This study aims to conduct a systematic review of the application of feature selection techniques in software quality prediction and answers eight research questions.Method: The review evaluates 15 papers in 9 journals and 6 conference proceedings from 2007 to 2017 using the standard systematic literature review method.Results: The results obtained from this study reveal that the filter feature selection method was the most commonly used in the studies (60%) and RELIEF was the most employed among this method, and a limited number of studies employed an ensemble method. Several studies used public datasets available in the PROMISE software project repository (60%). Most studies focused on software defect prediction (classification problem) using area under curve (AUC) as a primary evaluation measure, whereas only two studies focused on software maintainability prediction (regression problem) using mean magnitude of relative error (MMRE) as a primary evaluation measure. All selected studies performed k-fold cross-validation to evaluate model accuracy. Individual prediction models were mostly employed and ensemble models appeared only in three studies. Naive Bayes was the most investigated among individual models, whereas Random forest was the most investigated among ensemble models.Conclusion: Feature selection techniques used by selected primary studies have a positive impact on the performance of the prediction models. Further, both ensemble feature selection method and ensemble models have the ability for increasing prediction accuracy over single methods or individual models and have reported improvement in the prediction accuracy; however, the application of these techniques in software quality prediction is still limited.",No,"본 논문은 기존 연구들을 체계적으로 검토하는 리뷰 논문으로, 직접적인 독창적 연구 결과나 실험을 제시하지 않고 여러 연구의 결과를 종합하여 분석하고 있다. 따라서 새로운 연구 기여보다는 기존 연구의 정리 및 평가에 초점이 맞춰져 있다."
The Detection of E-Commerce Manipulated Reviews Using GPT-4,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10346848,"In recent years, the exponential growth of e-commerce has transformed consumer purchasing behavior, with online reviews playing a crucial role in shaping buying decisions. Unfortunately, the prevalence of manipulated reviews has become a significant challenge, undermining the integrity of consumer feedback and eroding trust in e-commerce platforms. This research paper focuses on developing an advanced solution to address the issue of manipulated reviews using the innovative language model, GPT-4. The primary objective of this study is to investigate the effectiveness of GPT-4 in identifying and flagging manipulated reviews within the context of e-commerce platforms. GPT-4 is a state-of-the-art language model with superior natural language processing capabilities, making it an ideal candidate for automated review analysis. The research methodology encompasses a large-scale data collection process, where diverse e-commerce reviews are gathered from various platforms. To simulate real-world scenarios, manipulated reviews are artificially injected into the dataset, representing different degrees of sophistication. The dataset is then annotated by expert reviewers to establish ground truth labels for comparison. Next, GPT-4 is fine-tuned using transfer learning to specialize in detecting manipulated reviews. The fine-tuning process involves exposing the model to both genuine and manipulated review samples, allowing it to learn patterns and features indicative of manipulation. The fine-tuned model's performance is then evaluated using various metrics, including precision, recall, F1 score, and accuracy, against the ground truth dataset. The results of the experiment demonstrate the efficacy of GPT-4 in distinguishing between authentic and manipulated reviews. GPT-4 showcases remarkable accuracy and robustness in detecting increasingly sophisticated manipulation techniques, outperforming previous iterations of language models and traditional detection methods. Furthermore, the research delves into the characteristics of manipulated reviews that render them distinguishable from genuine reviews. These insights aid in understanding the vulnerabilities of e-commerce platforms to manipulation and offer valuable information for future research and platform enhancement efforts. The implications of this study are significant for e-commerce businesses, consumers, and platform administrators alike. By leveraging GPT-4's detection capabilities, e-commerce platforms can implement more robust review validation systems, ensuring the authenticity and reliability of consumer feedback. This, in turn, fosters greater trust among consumers, leading to informed purchasing decisions and improved overall user experience. In conclusion, this research paper contributes to the existing body of knowledge by showcasing the potential of GPT-4 in combatting manipulated reviews and strengthening the integrity of e-commerce platforms. With the rise of AI-driven technologies, the proposed approach presents a promising step towards a more transparent and trustworthy e-commerce ecosystem.",Yes,"본 논문은 GPT-4를 활용하여 전자상거래 조작 리뷰를 탐지하는 방법을 제안하고, 데이터 수집, 모델 미세조정, 성능 평가 등 독창적인 연구 과정을 포함하고 있다. 따라서 직접 기여하는 연구 내용이 포함된 연구 논문으로 판단된다."
PsychSynth: Advancing Mental Health AI Through Synthetic Data Generation and Curriculum Training,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10773545,"The number of Mental-health help seekers are on rise over recent years, but the medical practitioners are limited due to which the healthcare system is heavily loaded and thereby the outcome is not promising. Advanced AI Technology is expected to ease this problem, however completely relying on the tools is reported to not work with the help seekers. Hence technology to assist help seekers and allow the healthcare system to screen the needy ones from the large pool of distress candidates should make the system efficient a nd effective.H owever for establishing the AI supportive system, two challenges exists: one is the large pool of dataset with diversity, and other is the AI model to respond to a context-aware situations. Expecting large dataset for training model from medical community needs further infrastructure support to make it digitally available with embedded annotations. Relying patiently for the dataset will miss the opportunity to serve the distress patients. Hence synthetic dataset generation and its validation from medical experts is an alternative for training robust and reliable model. Besides, context-aware curriculum inspired AI based summarizer model is found appropriate to adopt for this use-case where relevant features meant for diagnosing the problem is extracted from the improvised input text. The proposed curriculum trained AI model helps in transforming the improvised text inputs fed from the distress individuals to a summarized version representing domain expert form, embedded with symptoms related features for further classification. The synthetic data-set g eneration through OpenAI's GPT-40 models and Nemotron models are further evaluated with BERT based classifier m odels a nd curriculum based AI model. The training of the classifier m odels are also evaluated for synthetic and real-world dataset, which was scrapped from Reddit forum. Around 800 stream of real-world posts were evaluated from the medical experts and their findings related to sympotoms and annotations were employed to fine-tune the classifier and summarizer m odel. It was found t hat the fine-tuned models and training of BERT models from the merged dataset composed of synthetic ones with the medical practitioners annotated dataset were found to perform better than others. The summarizer model fetching shorter version of domain expert output enhanced the classification accuracy by 5 % for the real-world data. The effort is a step towards developing AI assistant to screen large posts of submissions from distress individuals and arrange for the necessary connects for the needy ones with the medical experts. The models and pruned datasets are made freely available for further usage to the researchers community.",Yes,본 논문은 정신 건강 AI를 위한 합성 데이터 생성과 커리큘럼 학습 기반 모델 개발 및 평가를 포함한 독창적인 연구 내용을 다루고 있습니다. 실제 의료 전문가의 평가를 통한 데이터셋 구축과 모델 성능 향상 실험을 수행하여 직접적인 연구 기여를 하고 있음을 알 수 있습니다.
Advancements in Sign Language Recognition: A Comprehensive Review and Future Prospects,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670380,"Sign language (SL) is a vital mode of communication, bridging the gap between the hearing impaired and hearing communities. However, SL, despite its paramount importance, has received relatively limited attention from researchers. Its unique structural characteristics, distinct from those of natural languages, present novel challenges that require innovative solutions. Remarkable technological advancements, notably in Artificial Intelligence (AI) and machine learning, offer promising avenues for automated Sign Language translation Systems (SLTS). This review study addresses the crucial need for a comprehensive synthesis of existing research by systematically examining and evaluating the progress made in SLTS. By analyzing 58 research papers, with a particular emphasis on the most frequently cited papers from each year up to 2023, we shed light on the field’s current state, identifying key advancements and challenges. This review followed a systematic approach based on clear guidelines. The methodology involved defining research questions, formulating queries, selecting studies based on clear criteria, and extracting pertinent information to address the research objectives. This review found that deep learning techniques, such as convolutional and recurrent neural networks, have shown high accuracy in sign language recognition, and their performance in recognizing the variety of signs has steadily improved over time. Additionally, integrating non-manual features has proven pivotal in enhancing recognition accuracy. Future research should refine advanced deep learning models and integrate non-manual features to improve system accuracy and applicability. These ongoing advancements hold the potential to revolutionize communication and break down barriers for individuals who rely on sign language as their primary mode of communication.",No,"이 논문은 기존 연구들을 종합하고 평가하는 리뷰 논문으로, 직접적인 독창적 연구 결과나 새로운 실험 데이터를 제시하지 않습니다. 따라서 연구 논문보다는 연구 동향을 정리하는 종합적 고찰에 해당합니다."
"Utilization of Deep Learning and Machine Learning Algorithms in Detection, Segmentation, and Classification of Brain Metastasis: A Systematic Literature Review",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10923420,"One-tenth to around a quarter of cancer patients lose their lives to Brain Metastasis (BM) globally. Accurate neuroimaging of BM is essential to encourage early detection, decide treatment options, and increase survival rates. This systematic literature review (SLR) examines the utilization of machine/deep learning algorithms and imaging modalities in the detection, segmentation, and classification of BM. The study adheres to the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analysis Statement) and meticulously evaluates 32 relevant articles spanning from 2018 to 2023. The investigation explores scholarly databases including Google Scholar, SCOPUS, Web of Science, PubMed, SCISPACE, IEEE, Science Direct, Hindawi, and EBSCOhost to pull out relevant studies. The four aspects viz. employment of various imaging modalities, utilization of machine/deep learning algorithms, evaluation of performance metrics, and investigation of software tools for the identification of BM considered in this study. The review identifies Convolutional Neural Networks (CNN) as the most frequently utilized algorithm with the highest AUC-ROC (0.98) and demonstrates its efficacy for BM detection. Furthermore, out of 32, 15 articles highlight the significance of contrast-enhanced T1weighted images (T1CE/ T1c). This SLR unearths the transformative impact of machine/deep learning algorithms and emphasizes the importance of imaging modalities for enhancing the accuracy of diagnostics.",No,"본 논문은 체계적 문헌 고찰(Systematic Literature Review)로, 기존 연구들을 종합하여 분석한 내용이며, 직접적인 독창적 연구 결과나 새로운 실험 데이터를 제시하지 않습니다. 따라서 연구 논문이라기보다는 리뷰 논문에 해당합니다."
